DEP.0001        S000000010000000000000000300000000000010300000
DEP.0002        S000000050000000000000000308219000000050308219
DEP.0003        S000000001234567000000000006173000000001240740
BND.I001        S000000000000001000000000000000000000000000001
BND.I002        S000000000000003000000000000002000000000000005
LATE.001        S000000003000000000000000066575000000003066575
CMP.0001        C000000001000000000000000126825000000001126825
CMP.0002        C000000100000000000000012715978000000112715978
CMP.B001        C000000000000100000000000000050000000000000150
CMP.B002        C000000000000001000000000000000000000000000001
CMP.Z000        C000000000000777000000000000000000000000000777
